"Scientific" "BodyMass.Value" "Trophic_level" "Lifespan"
"Thalpomys cerradensis" 24 NA NA
"Thaptomys nigrita" 19.9 NA NA
"Thomasomys ucucha" 76.23 NA NA
"Thomasomys ischyrus" 77 NA NA
"Thomasomys vulcani" 76.23 NA NA
"Thomasomys vestitus" 76.5 NA NA
"Thomasomys hudsoni" 76.23 NA NA
"Thomasomys pyrrhonotus" 77 NA NA
"Thomasomys praetor" 76.23 NA NA
"Thomasomys popayanus" 76.23 NA NA
"Thomasomys paramorum" 77 NA NA
"Thomasomys oreas" 77 NA NA
"Thomasomys onkiro" 76.23 NA NA
"Thomasomys notatus" 77 NA NA
"Thomasomys niveipes" 77 NA NA
"Thomasomys monochromos" 77 NA NA
"Thomasomys macrotis" 76.23 NA NA
"Thomasomys laniger" 35.5 NA NA
"Thomasomys taczanowskii" 77 NA NA
"Thomasomys rhoadsi" 77 NA NA
"Thomasomys ladewi" 77 NA NA
"Thomasomys kalinowskii" 77 NA NA
"Thomasomys gracilis" 77 NA NA
"Thomasomys erro" 76.23 NA NA
"Thomasomys eleusis" 77 NA NA
"Thomasomys daphne" 77 NA NA
"Thomasomys cinnameus" 76.23 NA NA
"Thomasomys cinereus" 77 NA NA
"Thomasomys cinereiventer" 77 NA NA
"Thomasomys caudivarius" 76.23 NA NA
"Thomasomys bombycinus" 114.5 NA NA
"Thomasomys baeops" 77 NA NA
"Thomasomys aureus" 88 1 NA
"Thomasomys apeco" 76.23 NA NA
"Thomasomys incanus" 77 NA NA
"Thomasomys hylophilus" 77 NA NA
"Thomasomys rosalinda" 77 NA NA
"Thomasomys silvestris" 77 NA NA
"Wiedomys pyrrhorhinos" 46.7 2 NA
"Wilfredomys oenax" 46.8 NA NA
"Zygodontomys brunneus" 75.6 NA NA
"Zygodontomys brevicauda" 52.23 2 NA
"Allocricetulus curtatus" 47.83 NA NA
"Allocricetulus eversmanni" 115.56 NA NA
"Cansumys canus" 76.02 NA NA
"Cricetulus alticola" 37.67 NA NA
"Cricetulus barabensis" 22.85 NA 5.3
"Cricetulus kamensis" 37.65 NA NA
"Cricetulus longicaudatus" 22.1 NA NA
"Cricetulus migratorius" 38.5 NA NA
"Cricetulus sokolovi" 37.67 NA NA
"Cricetus cricetus" 510 NA 3.6
"Mesocricetus auratus" 105 2 3.9
"Mesocricetus raddei" 111.73 NA NA
"Mesocricetus newtoni" 97.5 NA NA
"Mesocricetus brandti" 198 NA 4.4
"Phodopus campbelli" 23.4 NA 1.791666667
"Phodopus roborovskii" 18.75 2 4.8
"Phodopus sungorus" 33.75 2 3.9
"Tscherskia triton" 380.19 NA NA
"Nyctomys sumichrasti" 49.44 1 5.7
"Otonyctomys hatti" 36.2 NA NA
"Ototylomys phyllotis" 120 1 NA
"Tylomys bullaris" 280 NA NA
"Tylomys fulviventer" 170.53 NA NA
"Tylomys mirae" 183.6 3 NA
"Tylomys nudicaudus" 100 NA 5.4
"Tylomys panamensis" 200 NA NA
"Tylomys tumbalensis" 280 NA NA
"Tylomys watsoni" 240 NA NA
"Acomys minous" 62.5 NA NA
"Acomys airensis" 28.81 NA NA
"Acomys nesiotes" 28.67 NA NA
"Acomys percivali" 22 NA NA
"Acomys spinosissimus" 26.5 NA NA
"Acomys wilsoni" 18.5 NA 5.6
"Acomys russatus" 49.75 NA NA
"Acomys seurati" 28.81 NA NA
"Acomys kempi" 22 NA NA
"Acomys mullah" 28.74 NA NA
"Acomys johannis" 28.81 NA NA
"Acomys ignitus" 24 NA NA
"Acomys dimidiatus" 28.81 NA NA
"Acomys cineraceus" 30.59 NA NA
"Acomys cilicicus" 28.61 NA 4
"Acomys chudeaui" 28.81 NA NA
"Acomys cahirinus" 52.45 NA 5.9
"Acomys louisae" 20.2 NA NA
"Acomys subspinosus" 21 NA NA
"Deomys ferrugineus" 62 NA NA
"Lophuromys zena" 36.5 NA NA
"Lophuromys sikapusi" 74.07 NA NA
"Lophuromys verhageni" 36.5 NA NA
"Lophuromys melanonyx" 10.2 NA NA
"Lophuromys huttereri" 36.5 NA NA
"Lophuromys aquilus" 36.5 NA NA
"Lophuromys angolensis" 36.5 NA NA
"Lophuromys ansorgei" 36.5 NA NA
"Lophuromys brevicaudus" 36.5 NA NA
"Lophuromys brunneus" 36.5 NA NA
"Lophuromys chrysopus" 36.5 NA NA
"Lophuromys dieterleni" 36.5 NA NA
"Lophuromys dudui" 36.5 NA NA
"Lophuromys eisentrauti" 54.21 NA NA
"Lophuromys flavopunctatus" 60 NA NA
"Lophuromys roseveari" 36.5 NA NA
"Lophuromys rahmi" 38 NA NA
"Lophuromys nudicaudus" 32.59 NA NA
"Lophuromys luteogaster" 36.52 NA NA
"Lophuromys woosnami" 42.15 NA NA
"Lophuromys medicaudatus" 36.38 NA NA
"Uranomys ruddi" 40.43 NA NA
"Psammomys obesus" 149.58 NA 3.2
"Psammomys vexillaris" 114.79 NA NA
"Rhombomys opimus" 144 NA 4.5
"Sekeetamys calurus" 55.25 NA 7.3
"Tatera indica" 166.31 2 7
"Taterillus tranieri" 51.4 NA NA
"Taterillus arenarius" 47 NA NA
"Taterillus congicus" 45.12 NA NA
"Taterillus emini" 52 NA NA
"Taterillus pygargus" 60.2 1 NA
"Taterillus gracilis" 48 NA NA
"Taterillus harringtoni" 51.4 NA NA
"Taterillus lacustris" 47.24 NA NA
"Taterillus petteri" 50.8 NA NA
"Ammodillus imbellis" 50 NA NA
"Brachiones przewalskii" 61.11 NA NA
"Desmodilliscus braueri" 10 NA NA
"Desmodillus auricularis" 53.3 1 6.1
"Dipodillus simoni" 17.4 NA NA
"Dipodillus maghrebi" 23.63 NA NA
"Dipodillus zakariai" 35.95 NA NA
"Dipodillus jamesi" 23.63 NA NA
"Dipodillus lowei" 34.71 NA NA
"Dipodillus mackilligini" 34.37 NA NA
"Dipodillus rupicola" 23.63 NA NA
"Dipodillus stigmonyx" 35.91 NA NA
"Dipodillus dasyurus" 27.5 NA NA
"Dipodillus campestris" 27.58 NA 7.3
"Dipodillus bottai" 35.1 NA NA
"Dipodillus harwoodi" 23.63 NA NA
"Dipodillus somalicus" 36.01 NA NA
"Gerbilliscus boehmi" 49.36 NA NA
"Gerbilliscus phillipsi" 127.07 NA NA
"Gerbilliscus afra" 92.13 NA 5.7
"Gerbilliscus validus" 121 NA 5
"Gerbilliscus robustus" 95.99 NA NA
"Gerbilliscus nigricaudus" 123 NA NA
"Gerbilliscus leucogaster" 73.75 NA NA
"Gerbilliscus kempi" 100.83 NA NA
"Gerbilliscus inclusus" 118.5 NA NA
"Gerbilliscus guineae" 102.5 NA NA
"Gerbilliscus brantsii" 89.41 NA NA
"Gerbillurus vallinus" 35.25 NA NA
"Gerbillurus setzeri" 38.3 2 NA
"Gerbillurus tytonis" 31 NA NA
"Gerbillurus paeba" 23.3 2 NA
"Gerbillus mauritaniae" 23.26 NA NA
"Gerbillus burtoni" 23.26 NA NA
"Gerbillus cheesmani" 28 NA NA
"Gerbillus nancillus" 35.94 NA NA
"Gerbillus hoogstraali" 35.83 NA NA
"Gerbillus gleadowi" 24 NA NA
"Gerbillus floweri" 34.47 NA NA
"Gerbillus gerbillus" 25.04 NA 5.9
"Gerbillus dongolanus" 23.26 NA NA
"Gerbillus latastei" 39.55 NA NA
"Gerbillus aquilus" 36.02 NA NA
"Gerbillus andersoni" 26.87 1 NA
"Gerbillus agag" 23.26 NA NA
"Gerbillus acticola" 33.9 NA NA
"Gerbillus dunni" 34.33 NA NA
"Gerbillus pulvinatus" 35.92 NA NA
"Gerbillus occiduus" 36.05 NA NA
"Gerbillus tarabuli" 34.81 NA NA
"Gerbillus nigeriae" 29.7 NA NA
"Gerbillus rosalinda" 33.89 NA NA
"Gerbillus pyramidum" 46.29 1 8.2
"Gerbillus hesperinus" 36.04 NA NA
"Gerbillus perpallidus" 36.3 NA 5.5
"Gerbillus watersi" 10.4 NA NA
"Gerbillus garamantis" 23.26 NA NA
"Gerbillus amoenus" 13.2 NA NA
"Gerbillus henleyi" 8 NA NA
"Gerbillus vivax" 23.26 NA NA
"Gerbillus poecilops" 31.5 NA NA
"Gerbillus mesopotamiae" 20 NA NA
"Gerbillus brockmani" 33.43 NA NA
"Gerbillus pusillus" 12.6 NA NA
"Gerbillus famulus" 37 NA NA
"Gerbillus grobbeni" 35.3 NA NA
"Gerbillus syrticus" 23.26 NA NA
"Gerbillus principulus" 36.05 NA NA
"Gerbillus muriculus" 33.42 NA NA
"Gerbillus nanus" 25.5 NA 4.5
"Meriones tamariscinus" 120 NA NA
"Meriones libycus" 91.33 NA 5.2
"Meriones meridianus" 62.1 NA 6.8
"Meriones arimalius" 89.57 NA NA
"Meriones shawi" 90.6 NA NA
"Meriones crassus" 79.97 1 5.6
"Meriones tristrami" 105 NA NA
"Meriones grandis" 96.13 NA NA
"Meriones unguiculatus" 53.3 NA 6.3
"Meriones zarudnyi" 82.44 NA NA
"Meriones dahli" 90.15 NA NA
"Meriones vinogradovi" 150 NA 6.7
"Meriones chengi" 88.96 NA NA
"Meriones sacramenti" 200 NA NA
"Meriones hurrianae" 70 NA NA
"Meriones rex" 125.25 NA NA
"Meriones persicus" 100 NA 6
"Microdillus peeli" 35.26 NA NA
"Pachyuromys duprasi" 47.5 NA 8.3
"Myomyscus angolensis" 52.89 NA NA
"Myomyscus yemeni" 52.7 NA NA
"Myomyscus verreauxii" 41 NA NA
"Myomyscus brockmani" 41 NA NA
"Nesokia bunnii" 154.48 NA NA
"Nesokia indica" 178.08 1 NA
"Nesoromys ceramicus" 67.38 NA NA
"Praomys misonnei" 41.91 NA NA
"Praomys degraaffi" 36.25 NA NA
"Praomys minor" 41.84 NA NA
"Praomys verschureni" 36.25 NA NA
"Praomys obscurus" 36.25 NA NA
"Praomys lukolelae" 42.2 NA NA
"Praomys morio" 30 2 NA
"Praomys daltoni" 34.99 NA NA
"Praomys jacksoni" 42 NA NA
"Praomys petteri" 36.25 NA NA
"Praomys hartwigi" 38.86 2 NA
"Praomys derooi" 32 NA NA
"Praomys delectorum" 36 NA NA
"Praomys rostratus" 41.83 NA NA
"Praomys tullbergi" 35.83 NA 5.2
"Praomys mutoni" 41.71 NA NA
"Protochromys fellowsi" 78.99 1 NA
"Abditomys latidens" 269 NA NA
"Abeomelomys sevia" 54.88 NA NA
"Aethomys silindensis" 82.76 NA NA
"Aethomys stannarius" 82.9 NA NA
"Aethomys nyikae" 77.01 NA NA
"Aethomys kaiseri" 90 NA NA
"Aethomys ineptus" 133.16 NA NA
"Aethomys hindei" 103.5 NA NA
"Aethomys chrysophilus" 74.85 NA NA
"Aethomys bocagei" 79.89 NA NA
"Aethomys thomasi" 84.69 NA NA
"Anisomys imitator" 510.5 1 NA
"Anonymomys mindorensis" 76.5 NA NA
"Apodemus epimelas" 28.07 NA NA
"Apodemus mystacinus" 45.6 NA NA
"Apodemus agrarius" 23.3 NA 4
"Apodemus alpicola" 28.06 NA NA
"Apodemus argenteus" 21 NA 5
"Apodemus chevrieri" 32.9 NA NA
"Apodemus draco" 22.25 NA NA
"Apodemus flavicollis" 26.7 NA 4.5
"Apodemus gurkha" 39.9 NA NA
"Apodemus latronum" 35.2 NA NA
"Apodemus witherbyi" 20.66 NA NA
"Apodemus pallipes" 25.68 NA NA
"Apodemus peninsulae" 32.9 NA 4.4
"Apodemus ponticus" 25.76 NA NA
"Apodemus rusiges" 25.67 NA NA
"Apodemus semotus" 25.77 NA NA
"Apodemus speciosus" 33.8 NA 5.3
"Apodemus sylvaticus" 30.45 2 6.3
"Apodemus uralensis" 17.1 NA NA
"Apodemus hyrcanicus" 25.76 NA NA
"Apomys datae" 106 NA NA
"Apomys abrae" 56.6 NA NA
"Apomys gracilirostris" 43.08 NA NA
"Apomys insignis" 29.9 NA NA
"Apomys littoralis" 30.95 NA NA
"Apomys microdon" 35.1 2 NA
"Apomys musculus" 21.2 2 NA
"Apomys sacobianus" 82.4 NA NA
"Apomys hylocetes" 34.88 NA NA
"Archboldomys luzonensis" 35.4 3 NA
"Archboldomys musseri" 35.4 NA NA
"Arvicanthis niloticus" 106.9 NA 6.7
"Arvicanthis abyssinicus" 77.1 NA NA
"Arvicanthis ansorgei" 102.35 NA NA
"Arvicanthis blicki" 128 NA NA
"Arvicanthis neumanni" 98.36 NA NA
"Arvicanthis rufinus" 102.35 NA NA
"Arvicanthis nairobae" 104 NA NA
"Bandicota bengalensis" 188.5 NA NA
"Bandicota indica" 719.96 NA NA
"Bandicota savilei" 199 NA NA
"Batomys russatus" 186.79 NA NA
"Batomys salomonseni" 187 NA NA
"Batomys granti" 177.8 NA NA
"Batomys dentatus" 196 NA NA
"Berylmys bowersi" 300 NA 2.9
"Berylmys mackenziei" 256 NA NA
"Berylmys manipulus" 116 NA NA
"Berylmys berdmorei" 235 NA NA
"Bullimus luzonicus" 445 NA NA
"Bullimus bagobus" 432.5 NA NA
"Bullimus gamay" 367.8 NA NA
"Bunomys penitus" 170 NA NA
"Bunomys andrewsi" 125 NA NA
"Bunomys chrysocomus" 116 NA NA
"Bunomys coelestis" 120 NA NA
"Bunomys fratrorum" 135 NA NA
"Bunomys prolatus" 131 NA NA
"Carpomys phaeurus" 215.15 NA NA
"Carpomys melanurus" 219.06 NA NA
"Chiromyscus chiropus" 77.8 NA NA
"Chiropodomys calamianensis" 40.5 NA NA
"Chiropodomys pusillus" 28.9 NA NA
"Chiropodomys muroides" 16.4 NA NA
"Chiropodomys major" 42 NA NA
"Chiropodomys gliroides" 21.5 NA 3.6
"Chiropodomys karlkoopmani" 29.1 NA NA
"Chiruromys forbesi" 105.15 NA NA
"Chiruromys lamia" 47.2 NA NA
"Chiruromys vates" 45.55 NA NA
"Chrotomys silaceus" 85.13 NA NA
"Chrotomys whiteheadi" 140.67 NA NA
"Chrotomys gonzalesi" 140.2 3 NA
"Chrotomys mindorensis" 151.98 NA NA
"Coccymys albidens" 40.4 NA NA
"Coccymys ruemmleri" 29.7 1 NA
"Colomys goslingi" 62.5 NA 3
"Conilurus albipes" 200 NA NA
"Conilurus penicillatus" 153.5 2 4.5
"Coryphomys buehleri" 71.33 NA NA
"Crateromys schadenbergi" 1050 NA NA
"Crateromys paulus" 401 NA NA
"Crateromys australis" 445 NA NA
"Crateromys heaneyi" 572.22 NA 8.8
"Cremnomys cutchicus" 59.8 NA NA
"Cremnomys elvira" 77.1 NA NA
"Crossomys moncktoni" 165 3 NA
"Crunomys fallax" 37.5 NA NA
"Crunomys melanius" 42.5 NA NA
"Crunomys suncoides" 44.42 NA NA
"Crunomys celebensis" 55 NA NA
"Dacnomys millardi" 73.99 NA NA
"Dasymys rwandae" 102.35 NA NA
"Dasymys sua" 102.35 NA NA
"Dasymys rufulus" 82.99 NA NA
"Dasymys nudipes" 100.18 NA NA
"Dasymys incomtus" 138.3 NA NA
"Dasymys foxi" 116.59 NA NA
"Dasymys alleni" 102.35 NA NA
"Dasymys cabrali" 102.35 NA NA
"Dasymys montanus" 82 NA NA
"Dephomys eburneae" 52.5 NA NA
"Dephomys defua" 43.05 NA NA
"Desmomys yaldeni" 90 NA NA
"Desmomys harringtoni" 90 NA NA
"Diomys crumpi" 73.85 NA NA
"Diplothrix legata" 76.52 NA NA
"Echiothrix centrosa" 71.33 NA NA
"Echiothrix leucura" 63.68 3 NA
"Eropeplus canus" 73.96 NA NA
"Golunda ellioti" 60.88 1 NA
"Grammomys aridulus" 46.77 NA NA
"Grammomys kuru" 46.67 NA NA
"Grammomys buntingi" 46.76 NA NA
"Grammomys caniceps" 46.77 NA NA
"Grammomys cometes" 48.5 NA NA
"Grammomys dolichurus" 41.18 NA 4.4
"Grammomys dryas" 47.48 NA NA
"Grammomys ibeanus" 41.2 NA NA
"Grammomys macmillani" 36 NA NA
"Grammomys minnae" 36 NA NA
"Grammomys poensis" 50.03 NA NA
"Grammomys gigas" 47.05 NA NA
"Hadromys humei" 59 NA NA
"Hadromys yunnanensis" 59 NA NA
"Haeromys minahassae" 14.7 NA NA
"Haeromys pusillus" 10.4 1 NA
"Haeromys margarettae" 12.7 NA NA
"Hapalomys delacouri" 64.3 NA NA
"Hapalomys longicaudatus" 70 1 NA
"Heimyscus fumosus" 14.25 NA NA
"Hybomys lunaris" 54.1 NA NA
"Hybomys badius" 51.22 NA NA
"Hybomys basilii" 54.18 NA NA
"Hybomys univittatus" 47.6 NA NA
"Hybomys trivirgatus" 56.9 NA NA
"Hybomys planifrons" 49.6 NA NA
"Hydromys neobritannicus" 135.43 NA NA
"Hydromys hussoni" 141.87 NA NA
"Hydromys habbema" 136.19 NA NA
"Hydromys chrysogaster" 479.75 3 7.3
"Hydromys shawmayeri" 141.42 3 NA
"Hylomyscus parvus" 14.5 NA NA
"Hylomyscus stella" 20.05 NA NA
"Hylomyscus grandis" 21.09 NA NA
"Hylomyscus denniae" 36 NA NA
"Hylomyscus baeri" 21.09 NA NA
"Hylomyscus alleni" 19.95 NA NA
"Hylomyscus aeta" 20 NA NA
"Hylomyscus carillus" 21.56 NA NA
"Hyomys goliath" 817.5 1 NA
"Hyomys dammermani" 932.5 1 NA
"Kadarsanomys sodyi" 79.09 NA NA
"Komodomys rintjanus" 73.85 NA NA
"Lamottemys okuensis" 75.89 NA NA
"Leggadina lakedownensis" 17.5 NA NA
"Leggadina forresti" 20 NA NA
"Lemniscomys linulus" 44.45 NA NA
"Lemniscomys mittendorfi" 41.85 NA NA
"Lemniscomys rosalia" 59.3 NA NA
"Lemniscomys roseveari" 44.73 NA NA
"Lemniscomys zebra" 41.16 NA NA
"Lemniscomys hoogstraali" 44.92 NA NA
"Lemniscomys griselda" 58 NA NA
"Lemniscomys striatus" 38.13 NA 4.8
"Lemniscomys barbarus" 33.43 NA 4.4
"Lemniscomys macculus" 26.5 NA NA
"Lemniscomys bellieri" 46.47 NA NA
"Lenomys meyeri" 74.17 NA NA
"Lenothrix canus" 135 NA 3.8
"Leopoldamys milleti" 336.38 NA NA
"Leopoldamys edwardsi" 300 NA NA
"Leopoldamys sabanus" 338.33 NA 2
"Leopoldamys siporanus" 576 NA NA
"Leopoldamys ciliatus" 336.38 NA NA
"Leopoldamys neilli" 219 NA NA
"Leporillus apicalis" 150 NA NA
"Leporillus conditor" 350 1 5.3
"Leptomys ernstmayri" 42.85 3 NA
"Leptomys signatus" 52.04 3 NA
"Leptomys elegans" 84.75 3 NA
"Limnomys sibuanus" 60 NA NA
"Limnomys bryophilus" 64.1 NA NA
"Lorentzimys nouhuysi" 14.2 2 NA
"Macruromys elegans" 277.9 1 NA
"Macruromys major" 350 1 NA
"Madromys blanfordi" 71.33 NA NA
"Malacomys cansdalei" 68.39 NA NA
"Malacomys edwardsi" 64.95 NA NA
"Malacomys longipes" 95.6 NA NA
"Mallomys rothschildi" 1157.5 1 NA
"Mallomys gunung" 2000 1 NA
"Mallomys istapantap" 1950 1 NA
"Mallomys aroaensis" 1664 1 NA
"Malpaisomys insularis" 71.33 NA NA
"Mammelomys lanosus" 117.1 1 NA
"Mammelomys rattoides" 209.49 1 NA
"Margaretamys beccarii" 70.35 NA NA
"Margaretamys elegans" 121 NA NA
"Margaretamys parvus" 32.1 NA NA
"Mastacomys fuscus" 125.72 NA NA
"Mastomys shortridgei" 46.5 NA NA
"Mastomys pernanus" 52.33 NA NA
"Mastomys natalensis" 54.54 2 NA
"Mastomys kollmannspergeri" 55.39 NA NA
"Mastomys huberti" 49.89 NA NA
"Mastomys erythroleucus" 56.15 NA NA
"Mastomys awashensis" 49.89 NA NA
"Mastomys coucha" 43.5 NA NA
"Maxomys wattsi" 147 NA NA
"Maxomys moi" 147 NA NA
"Maxomys alticola" 90 NA NA
"Maxomys baeodon" 69.8 NA NA
"Maxomys bartelsii" 102 NA NA
"Maxomys dollmani" 120 NA NA
"Maxomys hellwaldii" 203 NA NA
"Maxomys hylomyoides" 56.6 NA NA
"Maxomys inflatus" 152 NA NA
"Maxomys whiteheadi" 56.01 NA NA
"Maxomys musschenbroekii" 84.8 NA NA
"Maxomys ochraceiventer" 97 NA NA
"Maxomys pagensis" 196 NA NA
"Maxomys panglima" 189 NA NA
"Maxomys rajah" 150.25 NA NA
"Maxomys surifer" 150.37 NA NA
"Maxomys inas" 90 NA NA
"Melasmothrix naso" 47.45 NA NA
"Melomys fulgens" 97.3 NA NA
"Melomys lutillus" 86.68 1 NA
"Melomys aerosus" 97.3 NA NA
"Melomys arcium" 86.68 NA NA
"Melomys bannisteri" 86.68 NA NA
"Melomys bougainville" 86 NA NA
"Melomys burtoni" 68.5 NA NA
"Melomys capensis" 70 NA NA
"Melomys caurinus" 136 NA NA
"Melomys cervinipes" 78 NA NA
"Melomys cooperae" 86.68 NA NA
"Melomys dollmani" 91.27 NA NA
"Melomys fraterculus" 47.8 NA NA
"Melomys leucogaster" 108.5 1 NA
"Melomys howi" 86.68 NA NA
"Melomys talaudium" 86.68 NA NA
"Melomys matambuai" 145 NA NA
"Melomys obiensis" 71 NA NA
"Melomys paveli" 86.68 NA NA
"Melomys rubicola" 100 NA NA
"Melomys rufescens" 70.55 1 NA
"Melomys spechti" 86.68 NA NA
"Melomys frigicola" 86.68 NA NA
"Mesembriomys gouldii" 716.5 NA 7.8
"Mesembriomys macrurus" 267 NA 7.1
"Micaelamys granti" 40 NA NA
"Micaelamys namaquensis" 57.1 NA 4.7
"Microhydromys musseri" 17.32 3 NA
"Microhydromys richardsoni" 10.25 3 NA
"Micromys minutus" 6 NA 3.8
"Millardia kathleenae" 93 NA NA
"Millardia gleadowi" 30.8 NA 4
"Millardia kondana" 147 NA NA
"Millardia meltada" 70 NA NA
"Muriculus imberbis" 18.5 NA NA
"Mus cervicolor" 17.7 NA NA
"Mus musculus" 16.25 3 4
"Mus spicilegus" 14 1 3.5
"Mus fragilicauda" 13.76 NA NA
"Mus cookii" 20.47 NA NA
"Mus macedonicus" 15 NA NA
"Mus caroli" 11.25 NA NA
"Mus spretus" 12.8 NA NA
"Mus booduga" 11.55 NA NA
"Mus terricolor" 9 NA NA
"Mus famulus" 22.88 NA NA
"Mus orangiae" 9.5 NA NA
"Mus tenellus" 9.48 NA NA
"Mus sorella" 9.5 NA NA
"Mus setzeri" 6.65 NA NA
"Mus setulosus" 9.4 NA NA
"Mus oubanguii" 9.16 NA NA
"Mus neavei" 9.53 NA NA
"Mus musculoides" 6 NA NA
"Mus mattheyi" 9.52 NA NA
"Mus triton" 13.55 NA NA
"Mus indutus" 6.15 NA NA
"Mus haussa" 9.18 NA NA
"Mus goundae" 8.96 NA NA
"Mus callewaerti" 9.12 NA NA
"Mus bufo" 9.2 NA NA
"Mus baoulei" 9.12 NA NA
"Mus mahomet" 10 NA NA
"Mus minutoides" 7.01 2 4.3
"Mus mayori" 20.78 NA NA
"Mus vulcani" 20.2 NA NA
"Mus crociduroides" 28.7 NA NA
"Mus pahari" 25.73 NA NA
"Mus shortridgei" 34.6 NA NA
"Mus saxicola" 21.4 NA NA
"Mus platythrix" 25.2 NA NA
"Mus phillipsi" 12.3 NA NA
"Mus fernandoni" 21.82 NA NA
"Mylomys rex" 114.4 NA NA
"Mylomys dybowskii" 114.4 NA NA
"Nilopegamys plumbeus" 84 NA NA
"Niviventer andersoni" 147 NA NA
"Niviventer confucianus" 65 NA NA
"Niviventer brahma" 97.3 NA NA
"Niviventer rapit" 86.75 NA NA
"Niviventer hinpoon" 61 NA NA
"Niviventer niviventer" 100 NA NA
"Niviventer lepturus" 84.8 NA NA
"Niviventer langbianis" 69.8 NA NA
"Niviventer fulvescens" 82.55 NA NA
"Niviventer excelsior" 102 NA NA
"Niviventer eha" 53.6 NA NA
"Niviventer culturatus" 81.17 NA NA
"Niviventer cremoriventer" 69.71 NA NA
"Niviventer coninga" 80.65 NA NA
"Niviventer tenaster" 103 NA NA
"Niviventer fraternus" 83.06 NA NA
"Niviventer cameroni" 83.06 NA NA
"Notomys fuscus" 35 2 NA
"Notomys mordax" 90 NA NA
"Notomys mitchellii" 52 NA 5.3
"Notomys macrotis" 90 NA NA
"Notomys longicaudatus" 100 NA NA
"Notomys cervinus" 35 NA NA
"Notomys aquilo" 39 2 NA
"Notomys amplus" 90 NA NA
"Notomys alexis" 35 NA 6.4
"Oenomys hypoxanthus" 90 NA NA
"Oenomys ornatus" 85.5 NA NA
"Palawanomys furvus" 73.91 NA NA
"Papagomys theodorverhoeveni" 71.33 NA NA
"Papagomys armandvillei" 73.8 NA NA
"Parahydromys asper" 540 2 NA
"Paraleptomys wilhelmina" 33 NA NA
"Paraleptomys rufilatus" 55 NA NA
"Paramelomys mollis" 90.05 1 NA
"Paramelomys moncktoni" 80.56 1 NA
"Paramelomys naso" 84.49 NA NA
"Paramelomys levipes" 82.81 1 NA
"Paramelomys platyops" 85.6 1 NA
"Paramelomys rubex" 47.16 1 NA
"Paramelomys steini" 84.49 NA NA
"Paramelomys lorentzii" 150 1 NA
"Paramelomys gressitti" 84.49 NA NA
"Paruromys dominator" 325.31 NA NA
"Paulamys naso" 122 NA NA
"Pelomys campanae" 77.01 NA NA
"Pelomys fallax" 130 NA NA
"Pelomys hopkinsi" 76.94 NA NA
"Pelomys isseli" 60 NA NA
"Pelomys minor" 50 NA NA
"Phloeomys cumingi" 1946.33 NA 13.6
"Phloeomys pallidus" 1744.14 NA 10.7
"Pithecheir parvus" 106 NA NA
"Pithecheir melanurus" 108 NA NA
"Pithecheirops otion" 71.33 NA NA
"Pogonomelomys mayeri" 109.7 NA NA
"Pogonomelomys bruijni" 82.01 NA NA
"Pogonomys sylvestris" 43.35 1 NA
"Pogonomys fergussoniensis" 57.88 NA NA
"Pogonomys loriae" 95.13 1 NA
"Pogonomys macrourus" 53.95 1 3.1
"Pogonomys championi" 50.45 1 NA
"Pseudohydromys ellermani" 21.4 2 NA
"Pseudohydromys fuscus" 18.74 2 NA
"Pseudohydromys murinus" 16.8 2 NA
"Pseudohydromys occidentalis" 21.9 2 NA
"Pseudomys desertor" 25 NA NA
"Pseudomys oralis" 95 NA NA
"Pseudomys occidentalis" 34 1 NA
"Pseudomys nanus" 34 NA NA
"Pseudomys johnsoni" 12 NA NA
"Pseudomys higginsi" 67 2 NA
"Pseudomys hermannsburgensis" 12 NA NA
"Pseudomys gracilicaudatus" 74.75 NA NA
"Pseudomys gouldii" 50 NA NA
"Pseudomys glaucus" 27.5 NA NA
"Pseudomys patrius" 15 NA NA
"Pseudomys fieldi" 45 1 NA
"Pseudomys novaehollandiae" 20 NA NA
"Pseudomys delicatulus" 11 1 NA
"Pseudomys chapmani" 12 NA 6.8
"Pseudomys calabyi" 19.5 NA NA
"Pseudomys bolami" 15.5 NA NA
"Pseudomys australis" 65 NA 7.9
"Pseudomys apodemoides" 20 NA NA
"Pseudomys albocinereus" 30.5 NA NA
"Pseudomys fumeus" 70 NA 6.5
"Pseudomys shortridgei" 70 NA 6
"Pseudomys pilligaensis" 11 NA NA
"Pseudomys laborifex" 12 NA 6.9
"Rattus novaeguineae" 133 NA NA
"Rattus lutreolus" 106 2 4.4
"Rattus sanila" 149.96 NA NA
"Rattus salocco" 149.96 NA NA
"Rattus richardsoni" 64.29 2 NA
"Rattus praetor" 204.13 NA NA
"Rattus palmarum" 491 NA NA
"Rattus omichlodes" 70.02 NA NA
"Rattus simalurensis" 153.12 NA NA
"Rattus norvegicus" 338.33 1 3.8
"Rattus nitidus" 133.5 NA NA
"Rattus pyctoris" 149.96 NA NA
"Rattus niobe" 45.07 2 NA
"Rattus ranjiniae" 120 NA NA
"Rattus nativitatis" 149.96 NA NA
"Rattus morotaiensis" 148.25 NA NA
"Rattus osgoodi" 93 NA NA
"Rattus tiomanicus" 129.96 2 NA
"Rattus xanthurus" 303 NA NA
"Rattus villosissimus" 134 NA NA
"Rattus rattus" 229.13 2 4.2
"Rattus verecundus" 97.02 2 NA
