species	order_pbdb	order_now	fam_pbdb	fam_now	genus	species	occ_pbdb	occ_now
Namagale grandis	insectivora	NA	potamogalidae	NA	namagale	grandis	1	NA
Bison degiulii	NA	artiodactyla	NA	bovidae	bison	degiulii	NA	4
Eothenomys inez	NA	rodentia	NA	muridae	eothenomys	inez	NA	1
Copemys mariae	rodentia	NA	cricetidae	NA	copemys	mariae	3	NA
Achaenodon uintensis	artiodactyla	NA	NA	NA	achaenodon	uintensis	2	NA
Equus stehlini	NA	perissodactyla	NA	equidae	equus	stehlini	NA	4
Hispanomys thaleri	rodentia	rodentia	cricetidae	muridae	hispanomys	thaleri	1	11
Estramomys NA	NA	rodentia	NA	eomyidae	estramomys	NA	NA	4
Rumiodon NA	NA	marsupialia	NA	herpetotheriidae	rumiodon	NA	NA	1
Leptacodon munusculum	NA	NA	nyctitheriidae	NA	leptacodon	munusculum	9	NA
Cervavitus variabilis	NA	artiodactyla	NA	cervidae	cervavitus	variabilis	NA	15
Cormohipparion weihoense	NA	perissodactyla	NA	equidae	cormohipparion	weihoense	NA	8
Namatomys lloydi	rodentia	NA	eomyidae	NA	namatomys	lloydi	8	NA
Arvicola terrae-rubral	NA	rodentia	NA	muridae	arvicola	terrae-rubral	NA	2
Peroryctes tedfordi	peramelina	NA	peramelidae	NA	peroryctes	tedfordi	1	NA
Cimolodon similis	multituberculata	NA	cimolodontidae	NA	cimolodon	similis	12	NA
Amphidolops yapa	polydolopimorphia	NA	polydolopidae	NA	amphidolops	yapa	1	NA
Procavia transvaalensis	hyracoidea	hyracoidea	procaviidae	procaviidae	procavia	transvaalensis	9	6
Potamotherium valletoni	NA	carnivora	NA	phocidae	potamotherium	valletoni	NA	6
Panthera pardus	carnivora	carnivora	felidae	felidae	panthera	pardus	78	86
Pentacemylus progressus	artiodactyla	NA	homacodontidae	NA	pentacemylus	progressus	2	NA
Megachoerus latidens	artiodactyla	NA	entelodontidae	NA	megachoerus	latidens	1	NA
Irhoudia bohlini	NA	rodentia	NA	ctenodactylidae	irhoudia	bohlini	NA	1
Parastrapotherium holmbergi	astrapotheria	NA	astrapotheriidae	NA	parastrapotherium	holmbergi	1	NA
Equus grevyi	perissodactyla	perissodactyla	equidae	equidae	equus	grevyi	17	2
Hippidion devillei	perissodactyla	NA	equidae	NA	hippidion	devillei	5	NA
Ningxiatherium euryrhinus	NA	perissodactyla	NA	rhinocerotidae	ningxiatherium	euryrhinus	NA	1
Matthodon menui	hyaenodonta	NA	hyaenodontidae	NA	matthodon	menui	5	NA
Crocidura tarfayaensis	NA	eulipotyphla	NA	soricidae	crocidura	tarfayaensis	NA	1
Oxydactylus lacota	artiodactyla	NA	camelidae	NA	oxydactylus	lacota	2	NA
Alluvisorex arcadentes	NA	NA	soricidae	NA	alluvisorex	arcadentes	3	NA
Eotragus artenensis	NA	artiodactyla	NA	bovidae	eotragus	artenensis	NA	9
Meles leucurus	NA	carnivora	NA	mustelidae	meles	leucurus	NA	7
Protylopus robustus	artiodactyla	NA	oromerycidae	NA	protylopus	robustus	6	NA
Knightomys cremneus	rodentia	NA	sciuravidae	NA	knightomys	cremneus	1	NA
Conacodon kohlbergeri	NA	NA	periptychidae	NA	conacodon	kohlbergeri	4	NA
Axis lydekkeri	NA	artiodactyla	NA	cervidae	axis	lydekkeri	NA	7
Squalodon linzianus	cetacea	NA	squalodontidae	NA	squalodon	linzianus	1	NA
Turgidodon rhaister	didelphimorphia	NA	alphadontidae	NA	turgidodon	rhaister	17	NA
Fallomus NA	NA	rodentia	NA	diatomyidae	fallomus	NA	NA	1
Didymictis leptomylus	NA	NA	viverravidae	NA	didymictis	leptomylus	50	NA
Prolagurus ternopolitanus	NA	rodentia	NA	muridae	prolagurus	ternopolitanus	NA	5
Stockia powayensis	primates	NA	omomyidae	NA	stockia	powayensis	3	NA
Eozhelestes mangit	NA	NA	zhelestidae	NA	eozhelestes	mangit	2	NA
Dinocyon thenardi	carnivora	carnivora	ursidae	ursidae	dinocyon	thenardi	2	4
Pontolis magnus	carnivora	NA	odobenidae	NA	pontolis	magnus	3	NA
Linnania progressus	anagalida	NA	anagalidae	NA	linnania	progressus	1	NA
Ulaancricetodon badamae	rodentia	NA	cricetidae	NA	ulaancricetodon	badamae	14	NA
Hayoceros falkenbachi	artiodactyla	NA	antilocapridae	NA	hayoceros	falkenbachi	1	NA
Hystrix trofimovi	NA	rodentia	NA	hystricidae	hystrix	trofimovi	NA	1
Protadjidaumo altilophus	rodentia	NA	eomyidae	NA	protadjidaumo	altilophus	1	NA
Hoplictis noueli	NA	carnivora	NA	mustelidae	hoplictis	noueli	NA	2
Eurhinodelphis longirostris	cetacea	NA	eurhinodelphinidae	NA	eurhinodelphis	longirostris	14	NA
Parahyaena brunnea	carnivora	carnivora	hyaenidae	hyaenidae	parahyaena	brunnea	27	18
Menelikia NA	NA	artiodactyla	NA	bovidae	menelikia	NA	NA	3
Incacetus broggii	cetacea	NA	kentriodontidae	NA	incacetus	broggii	1	NA
Machairodus fires	NA	carnivora	NA	felidae	machairodus	fires	NA	1
Nyanzachoerus kuseralensis	NA	artiodactyla	NA	suidae	nyanzachoerus	kuseralensis	NA	2
Simplicimys bellus	rodentia	NA	NA	NA	simplicimys	bellus	2	NA
Tenudomys macdonaldi	rodentia	NA	geomyidae	NA	tenudomys	macdonaldi	1	NA
Ronzotherium orientale	perissodactyla	NA	rhinocerotidae	NA	ronzotherium	orientale	2	NA
Megalagus abaconis	lagomorpha	NA	leporidae	NA	megalagus	abaconis	2	NA
Giraffokeryx NA	NA	artiodactyla	NA	giraffidae	giraffokeryx	NA	NA	5
Cavia porcellus	rodentia	NA	caviidae	NA	cavia	porcellus	2	NA
Brachyhyrax NA	NA	hyracoidea	NA	geniohyidae	brachyhyrax	NA	NA	1
Kubanochoerus marymuunguae	NA	artiodactyla	NA	suidae	kubanochoerus	marymuunguae	NA	3
Tribosphenomys tertius	NA	rodentia	NA	alagomyidae	tribosphenomys	tertius	NA	1
Stilpnodon simplicidens	lipotyphla	NA	geolabididae	NA	stilpnodon	simplicidens	1	NA
Megacricetodon gregarius	rodentia	rodentia	cricetidae	muridae	megacricetodon	gregarius	19	17
Argyromys aralensis	rodentia	NA	cricetidae	NA	argyromys	aralensis	3	NA
Taubatherium major	notoungulata	NA	leontiniidae	NA	taubatherium	major	1	NA
Ballusia hareni	NA	carnivora	NA	ursidae	ballusia	hareni	NA	10
Galago sadimensis	NA	primates	NA	lorisidae	galago	sadimensis	NA	1
Pedetes gracile	NA	rodentia	NA	pedetidae	pedetes	gracile	NA	1
Prostrepsiceros rotundicornis	NA	artiodactyla	NA	bovidae	prostrepsiceros	rotundicornis	NA	11
Peridiomys halis	rodentia	NA	heteromyidae	NA	peridiomys	halis	1	NA
Sasayamamylos kawaii	NA	NA	NA	NA	sasayamamylos	kawaii	1	NA
Centetodon hendryi	lipotyphla	NA	geolabididae	NA	centetodon	hendryi	8	NA
Aureliachoerus NA	NA	artiodactyla	NA	suidae	aureliachoerus	NA	NA	1
Eucyon NA	NA	carnivora	NA	canidae	eucyon	NA	NA	8
Hyopsodus simplex	condylarthra	NA	hyopsodontidae	NA	hyopsodus	simplex	61	NA
Selenoportax NA	NA	artiodactyla	NA	bovidae	selenoportax	NA	NA	2
Bos bubaloides	artiodactyla	artiodactyla	bovidae	bovidae	bos	bubaloides	2	3
Paranourosorex gigas	NA	eulipotyphla	soricidae	soricidae	paranourosorex	gigas	1	2
Oxyclaenus subbituminus	acreodi	NA	NA	NA	oxyclaenus	subbituminus	1	NA
Victoriapithecus macinnesi	primates	primates	victoriapithecidae	cercopithecidae	victoriapithecus	macinnesi	10	5
Fallomus quraishyi	rodentia	NA	diatomyidae	NA	fallomus	quraishyi	2	NA
Melodon majori	NA	carnivora	NA	mustelidae	melodon	majori	NA	2
Hadropithecus stenognathus	NA	primates	NA	archaelemuridae	hadropithecus	stenognathus	NA	1
Zygolophodon tapiroides	proboscidea	proboscidea	mammutidae	mammutidae	zygolophodon	tapiroides	32	5
Viverricula malaccensis	carnivora	carnivora	viverridae	viverridae	viverricula	malaccensis	1	5
Oxyaena intermedia	creodonta	NA	oxyaenidae	NA	oxyaena	intermedia	29	NA
Miospermophilus wyomingensis	rodentia	NA	sciuridae	NA	miospermophilus	wyomingensis	11	NA
Estramomys simplex	NA	rodentia	NA	eomyidae	estramomys	simplex	NA	5
Sorex leahyi	NA	NA	soricidae	NA	sorex	leahyi	3	NA
Sardolutra ichnusae	carnivora	carnivora	mustelidae	mustelidae	sardolutra	ichnusae	1	1
Parictis montanus	carnivora	NA	ursidae	NA	parictis	montanus	2	NA
Mececyon trinilensis	NA	carnivora	NA	canidae	mececyon	trinilensis	NA	1
Dendrohyrax validus	NA	hyracoidea	NA	procaviidae	dendrohyrax	validus	NA	2
Cervus perrieri	NA	artiodactyla	NA	cervidae	cervus	perrieri	NA	11
Paracosoryx loxocerus	artiodactyla	NA	antilocapridae	NA	paracosoryx	loxocerus	2	NA
Leopardus tigrinus	carnivora	NA	felidae	NA	leopardus	tigrinus	1	NA
Mirandabradys socorrensis	xenarthra	NA	NA	NA	mirandabradys	socorrensis	2	NA
Procerberus formicarum	cimolesta	NA	cimolestidae	NA	procerberus	formicarum	23	NA
Scaptonyx dolichochir	NA	eulipotyphla	NA	talpidae	scaptonyx	dolichochir	NA	1
Lama gracilis	artiodactyla	NA	camelidae	NA	lama	gracilis	3	NA
Praolestes maximus	NA	xenarthra	NA	bradypodidae	praolestes	maximus	NA	1
Myomimus sinensis	rodentia	rodentia	gliridae	gliridae	myomimus	sinensis	2	2
Ritteneria molinae	rodentia	rodentia	eomyidae	eomyidae	ritteneria	molinae	1	20
Plesiogale postfelina	NA	carnivora	NA	mustelidae	plesiogale	postfelina	NA	3
Metridiochoerus compactus	NA	artiodactyla	NA	suidae	metridiochoerus	compactus	NA	15
Lophiobunodon rhodanicum	artiodactyla	NA	choeropotamidae	NA	lophiobunodon	rhodanicum	1	NA
Aletomeryx gracilis	artiodactyla	NA	palaeomerycidae	NA	aletomeryx	gracilis	7	NA
Oxynocricetodon erenensis	rodentia	NA	cricetidae	NA	oxynocricetodon	erenensis	1	NA
Ramoceros marthae	artiodactyla	NA	antilocapridae	NA	ramoceros	marthae	1	NA
Mixocricetodon NA	NA	rodentia	NA	muridae	mixocricetodon	NA	NA	1
Gulo NA	NA	carnivora	NA	mustelidae	gulo	NA	NA	2
Prototomus minimus	hyaenodonta	NA	hyaenodontidae	NA	prototomus	minimus	3	NA
Neotoma fuscipes	rodentia	NA	cricetidae	NA	neotoma	fuscipes	5	NA
Parvitragulus priscus	artiodactyla	NA	hypertragulidae	NA	parvitragulus	priscus	5	NA
Epiphiomys coryndoni	NA	rodentia	NA	thryonomyidae	epiphiomys	coryndoni	NA	5
Litodonomys huangheensis	rodentia	rodentia	dipodidae	zapodidae	litodonomys	huangheensis	4	1
Africanomys minor	NA	rodentia	NA	ctenodactylidae	africanomys	minor	NA	2
Parapapio whitei	NA	primates	NA	cercopithecidae	parapapio	whitei	NA	3
Phoberocyon dehmi	NA	carnivora	NA	ursidae	phoberocyon	dehmi	NA	8
Dinosorex engesseri	NA	eulipotyphla	heterosoricidae	soricidae	dinosorex	engesseri	6	6
Paratylopus labiatus	artiodactyla	NA	camelidae	NA	paratylopus	labiatus	10	NA
Aenigmadelphys archeri	didelphimorphia	NA	NA	NA	aenigmadelphys	archeri	2	NA
Perameles bougainville	peramelina	peramelemorphia	peramelidae	peramelidae	perameles	bougainville	5	1
Cervus duvauceli	NA	artiodactyla	NA	cervidae	cervus	duvauceli	NA	8
Lagenorhynchus albirostris	cetacea	NA	delphinidae	NA	lagenorhynchus	albirostris	5	NA
Stygimys camptorhiza	multituberculata	NA	eucosmodontidae	NA	stygimys	camptorhiza	2	NA
Lophiodon NA	NA	perissodactyla	NA	lophiodontidae	lophiodon	NA	NA	1
Maelestes gobiensis	cimolesta	NA	cimolestidae	NA	maelestes	gobiensis	1	NA
Cryptotis adamsi	NA	NA	soricidae	NA	cryptotis	adamsi	3	NA
Parmularius NA	NA	artiodactyla	NA	bovidae	parmularius	NA	NA	6
Enaliarctos barnesi	carnivora	NA	NA	NA	enaliarctos	barnesi	1	NA
Dipodomys agilis	rodentia	NA	heteromyidae	NA	dipodomys	agilis	1	NA
Schizodelphis planus	cetacea	NA	eurhinodelphinidae	NA	schizodelphis	planus	1	NA
Peramus dubius	NA	NA	NA	NA	peramus	dubius	1	NA
Spalax NA	NA	rodentia	NA	muridae	spalax	NA	NA	15
Meles chiai	NA	carnivora	NA	mustelidae	meles	chiai	NA	4
Haplomylus speirianus	macroscelidea	NA	apheliscidae	NA	haplomylus	speirianus	177	NA
Euronyctia saturninensis	NA	NA	nyctitheriidae	NA	euronyctia	saturninensis	1	NA
Equus pacificus	perissodactyla	NA	equidae	NA	equus	pacificus	5	NA
Callosciurus NA	NA	rodentia	NA	sciuridae	callosciurus	NA	NA	15
Vulpes pattersoni	NA	carnivora	NA	canidae	vulpes	pattersoni	NA	1
Longirostromeryx wellsi	artiodactyla	NA	moschidae	NA	longirostromeryx	wellsi	27	NA
Hypomylos micros	NA	NA	NA	NA	hypomylos	micros	1	NA
Teleodus avus	perissodactyla	NA	brontotheriidae	NA	teleodus	avus	1	NA
Thomomys monticola	rodentia	NA	geomyidae	NA	thomomys	monticola	2	NA
Spalacolestes inconcinnus	NA	NA	spalacotheriidae	NA	spalacolestes	inconcinnus	1	NA
Eucyon odessanus	NA	carnivora	NA	canidae	eucyon	odessanus	NA	7
Eotragus cristatus	NA	artiodactyla	NA	bovidae	eotragus	cristatus	NA	1
Ranculcus scalabrinianus	xenarthra	NA	mylodontidae	NA	ranculcus	scalabrinianus	1	NA
Hipposideros pratti	NA	chiroptera	NA	hipposideridae	hipposideros	pratti	NA	1
Kutchicetus minimus	cetacea	cetacea	remingtonocetidae	remingtonocetidae	kutchicetus	minimus	4	1
Otradnocetus virodovi	cetacea	NA	cetotheriidae	NA	otradnocetus	virodovi	1	NA
Crusafontina NA	NA	eulipotyphla	NA	soricidae	crusafontina	NA	NA	5
Goniacodon hiawathae	acreodi	NA	triisodontidae	NA	goniacodon	hiawathae	1	NA
Lasiurus fossilis	chiroptera	NA	vespertilionidae	NA	lasiurus	fossilis	3	NA
Protaceratherium albigense	perissodactyla	NA	rhinocerotidae	NA	protaceratherium	albigense	3	NA
Teratodon spekei	hyaenodonta	creodonta	NA	hyaenodontidae	teratodon	spekei	3	12
Periphragnis harmeri	notoungulata	NA	isotemnidae	NA	periphragnis	harmeri	6	NA
Heptacodon yeguaensis	artiodactyla	NA	anthracotheriidae	NA	heptacodon	yeguaensis	1	NA
Marmota longipes	NA	rodentia	NA	sciuridae	marmota	longipes	NA	1
Mayulestes ferox	NA	NA	mayulestidae	NA	mayulestes	ferox	1	NA
Astraponotus dicksoni	astrapotheria	NA	astrapotheriidae	NA	astraponotus	dicksoni	1	NA
Gingerichia geoteretes	macroscelidea	NA	apheliscidae	NA	gingerichia	geoteretes	2	NA
Panobius afridi	primates	primates	notharctidae	adapidae	panobius	afridi	2	2
Hystrix kiangsenensis	NA	rodentia	NA	hystricidae	hystrix	kiangsenensis	NA	13
Tyarrpecinus rothi	dasyuromorphia	NA	thylacinidae	NA	tyarrpecinus	rothi	1	NA
Texoceros minorei	artiodactyla	NA	antilocapridae	NA	texoceros	minorei	2	NA
Damaliscus dorcas	artiodactyla	NA	bovidae	NA	damaliscus	dorcas	21	NA
Mimomys pusillus	NA	rodentia	NA	muridae	mimomys	pusillus	NA	29
Acomys coppensi	NA	rodentia	NA	muridae	acomys	coppensi	NA	1
Leptalestes toevsi	NA	NA	pediomyidae	NA	leptalestes	toevsi	1	NA
Procervulus dichotomus	NA	artiodactyla	NA	cervidae	procervulus	dichotomus	NA	66
Erinaceus lechei	NA	eulipotyphla	NA	erinaceidae	erinaceus	lechei	NA	2
Pseudotomus johanniculi	rodentia	NA	paramyidae	NA	pseudotomus	johanniculi	3	NA
Plesiosorex coloradensis	NA	NA	plesiosoricidae	NA	plesiosorex	coloradensis	6	NA
Caedocyon tedfordi	carnivora	NA	canidae	NA	caedocyon	tedfordi	1	NA
Cephalophus leucogaster	artiodactyla	NA	bovidae	NA	cephalophus	leucogaster	1	NA
Gymnurechinus camptolophus	NA	eulipotyphla	NA	erinaceidae	gymnurechinus	camptolophus	NA	2
Mesoplodon carlhubbsi	cetacea	NA	ziphiidae	NA	mesoplodon	carlhubbsi	1	NA
Nyctereutes abdeslami	carnivora	carnivora	canidae	canidae	nyctereutes	abdeslami	2	1
Palaeothentes lemoinei	paucituberculata	paucituberculata	palaeothentidae	palaeothentidae	palaeothentes	lemoinei	9	1
Mytonomys coloradensis	rodentia	NA	ischyromyidae	NA	mytonomys	coloradensis	14	NA
Litolophus ghazijensis	perissodactyla	NA	eomoropidae	NA	litolophus	ghazijensis	2	NA
Zarhachis tysonii	cetacea	NA	platanistidae	NA	zarhachis	tysonii	1	NA
Plesiolestes problematicus	primates	NA	palaechthonidae	NA	plesiolestes	problematicus	6	NA
Afropithecus turkanensis	primates	primates	proconsulidae	cercopithecoidea	afropithecus	turkanensis	3	5
Ulmensia antecedens	NA	NA	soricidae	NA	ulmensia	antecedens	2	NA
Nimbacinus richi	dasyuromorphia	NA	thylacinidae	NA	nimbacinus	richi	1	NA
Rabaticeras arambourgi	NA	artiodactyla	NA	bovidae	rabaticeras	arambourgi	NA	3
Phataginus giganteus	NA	pholidota	NA	manidae	phataginus	giganteus	NA	1
Cricetulus NA	NA	rodentia	NA	muridae	cricetulus	NA	NA	26
Episoriculus gibberodon	NA	eulipotyphla	soricidae	soricidae	episoriculus	gibberodon	28	7
Camelus bactrianus	artiodactyla	artiodactyla	camelidae	camelidae	camelus	bactrianus	1	1
Dichobune leporina	artiodactyla	NA	dichobunidae	NA	dichobune	leporina	17	NA
Microdyromys aegercii	NA	rodentia	NA	gliridae	microdyromys	aegercii	NA	1
Prosantorhinus NA	NA	perissodactyla	NA	rhinocerotidae	prosantorhinus	NA	NA	4
Natchitochia jonesi	cetacea	NA	protocetidae	NA	natchitochia	jonesi	2	NA
Leptoromys wilsoni	rodentia	NA	aplodontidae	NA	leptoromys	wilsoni	2	NA
Acteocemas infans	NA	artiodactyla	NA	cervoidea	acteocemas	infans	NA	5
Apatemys chardini	insectivora	NA	apatemyidae	NA	apatemys	chardini	1	NA
Hipposideros collongensis	NA	chiroptera	NA	hipposideridae	hipposideros	collongensis	NA	12
Proterixoides davisi	macroscelidea	NA	amphilemuridae	NA	proterixoides	davisi	23	NA
Nanolestes drescherae	NA	NA	NA	NA	nanolestes	drescherae	1	NA
Microparamys bayi	rodentia	NA	ischyromyidae	NA	microparamys	bayi	1	NA
Sardomys antoniettae	NA	rodentia	NA	ctenodactylidae	sardomys	antoniettae	NA	1
Villanyia laguriformes	NA	rodentia	NA	muridae	villanyia	laguriformes	NA	2
Leptomeryx blacki	artiodactyla	NA	leptomerycidae	NA	leptomeryx	blacki	1	NA
Neoplagiaulax macintyrei	multituberculata	NA	neoplagiaulacidae	NA	neoplagiaulax	macintyrei	2	NA
Plesiadapis russelli	primates	NA	plesiadapidae	NA	plesiadapis	russelli	1	NA
Rattus tiomanicus	NA	rodentia	NA	muridae	rattus	tiomanicus	NA	2
Aonyx NA	NA	carnivora	NA	mustelidae	aonyx	NA	NA	2
Tamias atsali	NA	rodentia	NA	sciuridae	tamias	atsali	NA	1
Myotis praevius	NA	chiroptera	NA	vespertilionidae	myotis	praevius	NA	2
Protheosodon coniferus	litopterna	NA	proterotheriidae	NA	protheosodon	coniferus	1	NA
Thylamys pusillus	didelphimorphia	NA	didelphidae	NA	thylamys	pusillus	1	NA
Allocaenelaphus NA	NA	artiodactyla	NA	cervidae	allocaenelaphus	NA	NA	2
Galidictis grandidieri	NA	carnivora	NA	eupleridae	galidictis	grandidieri	NA	1
Mesocetus hungaricus	cetacea	cetacea	tranatocetidae	cetotheriidae	mesocetus	hungaricus	2	1
Cimolestes incisus	cimolesta	cimolesta	cimolestidae	cimolestidae	cimolestes	incisus	19	1
Necromites nestoris	carnivora	NA	phocidae	NA	necromites	nestoris	1	NA
Diatomys liensis	rodentia	rodentia	diatomyidae	diatomyidae	diatomys	liensis	1	1
Cricetops auster	rodentia	NA	cricetidae	NA	cricetops	auster	1	NA
Petrokozlovia notos	rodentia	NA	NA	NA	petrokozlovia	notos	2	NA
Sthenictis junturensis	carnivora	NA	mustelidae	NA	sthenictis	junturensis	1	NA
Ravenictis krausei	cimolesta	NA	NA	NA	ravenictis	krausei	1	NA
Marmota sibirica	NA	rodentia	NA	sciuridae	marmota	sibirica	NA	5
Leptarctus woodburnei	carnivora	NA	mustelidae	NA	leptarctus	woodburnei	2	NA
Hystrix depereti	rodentia	rodentia	hystricidae	hystricidae	hystrix	depereti	1	1
Allocricetodon cornelii	rodentia	NA	cricetidae	NA	allocricetodon	cornelii	2	NA
Presbytis entellus	NA	primates	NA	cercopithecidae	presbytis	entellus	NA	1
Homotherium ultimus	NA	carnivora	NA	felidae	homotherium	ultimus	NA	2
Dichodon NA	NA	artiodactyla	NA	xiphodontidae	dichodon	NA	NA	1
Brachypotherium lewisi	NA	perissodactyla	NA	rhinocerotidae	brachypotherium	lewisi	NA	5
Asoriculus NA	NA	eulipotyphla	NA	soricidae	asoriculus	NA	NA	13
Pecarichoerus sminthos	NA	artiodactyla	NA	palaeochoeridae	pecarichoerus	sminthos	NA	1
Primelephas korotorensis	proboscidea	proboscidea	elephantidae	elephantidae	primelephas	korotorensis	27	3
Palaeolama crequii	artiodactyla	NA	camelidae	NA	palaeolama	crequii	1	NA
Stenomylus crassipes	artiodactyla	NA	camelidae	NA	stenomylus	crassipes	1	NA
Equus hipparionoides	NA	perissodactyla	NA	equidae	equus	hipparionoides	NA	1
Herpestes ichneumon	carnivora	carnivora	herpestidae	herpestidae	herpestes	ichneumon	19	6
Plesiaceratherium aquitanicum	NA	perissodactyla	NA	rhinocerotidae	plesiaceratherium	aquitanicum	NA	1
Metacheiromys marshi	NA	NA	metacheiromyidae	NA	metacheiromys	marshi	3	NA
Ovis ammon	artiodactyla	artiodactyla	bovidae	bovidae	ovis	ammon	5	31
Keramidomys mohleri	rodentia	rodentia	eomyidae	eomyidae	keramidomys	mohleri	4	20
Paraloris bavaricus	primates	NA	omomyidae	NA	paraloris	bavaricus	1	NA
Abderites meridionalis	paucituberculata	NA	abderitidae	NA	abderites	meridionalis	6	NA
Dendromus mesomelas	NA	rodentia	NA	muridae	dendromus	mesomelas	NA	3
Pomatodelphis bobengi	cetacea	NA	platanistidae	NA	pomatodelphis	bobengi	5	NA
Tragoreas NA	NA	artiodactyla	NA	bovidae	tragoreas	NA	NA	9
Wyolestes dioctes	acreodi	NA	NA	NA	wyolestes	dioctes	1	NA
Holmesina floridanus	cingulata	NA	pampatheriidae	NA	holmesina	floridanus	25	NA
Bos palaethiopicus	NA	artiodactyla	NA	bovidae	bos	palaethiopicus	NA	1
Palaeoryx stutzeli	NA	artiodactyla	NA	bovidae	palaeoryx	stutzeli	NA	3
Arktocara yakataga	cetacea	NA	allodelphinidae	NA	arktocara	yakataga	1	NA
Karakia longidens	NA	procreodi	arctocyonidae	arctocyonidae	karakia	longidens	1	1
Steneofiber butselensis	NA	rodentia	NA	castoridae	steneofiber	butselensis	NA	2
Inia geoffrensis	cetacea	NA	iniidae	NA	inia	geoffrensis	1	NA
Homo neanderthalensis	primates	NA	hominidae	NA	homo	neanderthalensis	1	NA
Dusicyon culpaeus	carnivora	NA	canidae	NA	dusicyon	culpaeus	1	NA
Malutitetrapodiscus saltator	NA	NA	NA	NA	malutitetrapodiscus	saltator	1	NA
Dorsetodon haysomi	NA	NA	paurodontidae	NA	dorsetodon	haysomi	1	NA
Comaphorus concisus	xenarthra	NA	glyptodontidae	NA	comaphorus	concisus	1	NA
Phugatherium cataclisticum	rodentia	NA	hydrochoeridae	NA	phugatherium	cataclisticum	9	NA
Nothrotherium shastense	xenarthra	NA	nothrotheriidae	NA	nothrotherium	shastense	20	NA
Priodontes maximus	cingulata	NA	dasypodidae	NA	priodontes	maximus	2	NA
Stylochoerus compactus	NA	artiodactyla	NA	suidae	stylochoerus	compactus	NA	4
Csakvaromys bredai	NA	rodentia	NA	sciuridae	csakvaromys	bredai	NA	1
Klohnia charrieri	polydolopimorphia	NA	argyrolagidae	NA	klohnia	charrieri	2	NA
Eutamias NA	NA	rodentia	NA	sciuridae	eutamias	NA	NA	7
Trogolemur myodes	primates	NA	omomyidae	NA	trogolemur	myodes	16	NA
Ovis dalli	artiodactyla	NA	bovidae	NA	ovis	dalli	1	NA
Cricetulus barabensis	NA	rodentia	NA	muridae	cricetulus	barabensis	NA	6
Mesonyx ossifragus	acreodi	NA	mesonychidae	NA	mesonyx	ossifragus	30	NA
Thomomys carsonensis	rodentia	NA	geomyidae	NA	thomomys	carsonensis	1	NA
Kerivoula NA	NA	chiroptera	NA	vespertilionidae	kerivoula	NA	NA	1
Hyrachyus tongi	perissodactyla	NA	hyrachyidae	NA	hyrachyus	tongi	1	NA
Cantalera abadi	multituberculata	NA	pinheirodontidae	NA	cantalera	abadi	1	NA
Litodontomys chubutensis	rodentia	NA	dipodidae	NA	litodontomys	chubutensis	1	NA
Diadiaphorus robustus	litopterna	NA	proterotheriidae	NA	diadiaphorus	robustus	1	NA
